,sha,author,filename,status,pr_review_count
238708,a3c3f20b056ad97ca44039a5bc16386e3dcbc564,brennanbrown,assets/js/contextmenu.js,modified,0
238962,681cd752dc0454845fc7e73aab38097592583a0b,colinhacks,packages/zod/src/v4/classic/schemas.ts,modified,0
236971,5958468cb6e039576b8431ccba3721c3da5b46b2,DogukanUrker,app/routes/createPost.py,modified,0
236963,7848baff357f59f40ec4ba05827daabbef17c6fa,OsirisTerje,src/NUnitTestAdapter/TestFilterConverter/Tokenizer.cs,modified,0
236950,91fde2b3a30fb5b2a9eb085ffb0a08fccb6505e1,Copyxyzinc,browser_use/cli.py,modified,0
236903,c96ca61d845197658aa11049536dc35534636da9,hobsRKM,app/Http/Controllers/DashboardController.php,modified,0
235961,3eb8bb3cdc586b38b580db17f75c36010a7349ee,kenkendk,Duplicati/UnitTest/EmptyMetadataTests.cs,added,0
235979,0d5d8140ecc90dd95a5f885bca4ed710d00263e7,gabime,include/spdlog/sinks/ringbuffer_sink.h,modified,0
236097,6bcb39dfc5df28afc5ccc006af17de35cb47b785,sanand0,HISTORY.rst,modified,0
236178,840c19877e6da3c4ccef1602fc1d623b4754541a,rickwierenga,docs/resources/resource-holder/resource-holder.ipynb,added,0
236267,dfbe13b3dfed85976c8885693fe1a171f80e13b1,baogorek,policyengine_us/reforms/reconciliation/reconciled_qbid.py,modified,0
236390,01b5bed9ed942a4bff963537ea1d13cf26f36582,kibaekkim,docs/tutorials/examples/dr_metric/appfl_dr_metric_grpc/client/resources/mnist_dataset.py,modified,0
236405,d9495e29c3ec7eafc1ef64edffa0f4f547a98111,fujiapple852,AGENTS.md,added,0
235924,8e9264030cdebea6a91fd369f33a9000966f832c,praveenjuge,.gitignore,modified,0
236549,78b4810572f595ccccd8eebf1e88523a06a67d73,emadurandal,CONTRIBUTING.md,added,0
236587,ac2fb570ca8752e5adcb89142add369bbe0c597e,cat-stack-boop,.github/actions/codex/src/git-helpers.ts,modified,0
236595,1400469c607e7dfda1c428364f901801927d81ed,briangu,klongpy/dyads.py,modified,0
236603,e27bf24e0b69036b4b7f1278dd683804e7b8decd,igarzonpres,nerfstudio/process_data/colmap_converter_to_nerfstudio_dataset.py,modified,0
236629,4c704340333e130d9f2e196768fd37238748fce0,nfcampos,python/langsmith/run_trees.py,modified,0
236660,18f80ad2a69b5627ca5b2c2a27e45642e41d04fb,SyliusBot,features/admin/being_redirected_to_previous_filtered_page.feature,modified,0
236673,0f7fc3fcb212d5d7685428a617a5b47f40189f40,RobHofmann,custom_components/gree/config_flow.py,modified,0
236771,eaf83452bdf93e3b240d7ca355619195b6714a88,benahm,force-app/main/default/classes/TestDataFactory.cls,modified,0
236559,0a76293b1ff120b813e663833b8eb3ba86b10503,lwyBZss8924d,README.md,modified,0
332336,3d291e1146f37572fa75393b244b135622214fca,MichelHollands,doc/TELEMETRY.md,modified,0
332599,9f0d68d39d1c7fc3cc9abbe99c92e2ab40bad267,santigamo,packages/framework-core/src/booster-event-stream-consumer.ts,modified,0
332600,62b4ce2d7aef19e43feec1c914e5cdc3d0757814,javiertoledo,.nvmrc,modified,0
494064,28938fbc710d63bf14b207fd073f2b03093c99f7,ryanjball,inference/core/workflows/core_steps/common/query_language/operations/detection/base.py,modified,0
494068,d22586718b1e4834cbf10d3e99553da864b4a1d2,adangert,setup.sh,modified,0
494468,a3b1c462f3ca7caaf379f427fffcee918ae08528,AIAdvantage,02 chatgpt chat assistant copy.py,modified,0
495013,0001e8965aebc21f862ee61ff172bbc54ef148b4,kylemclaren,internal/appconfig/config.go,modified,0
495023,a141a4c329f4b8a6448a60d83c576c2313c1376b,mnwhite,Documentation/overview/ARKitecture.md,modified,0
495901,1817442c62d87678579ca37892d367c07918e871,saiiimiiir,examples/replay_historical_to_mqtt.py,added,0
495959,04138e8bafbae0fcfdb80fda88dfd4aec7703667,JeremyTheocharis,umh-core/README.md,modified,0
496212,d4c6cb802a3582f9c233b4bbeb2c83459636d174,happi,chapters/io.asciidoc,modified,0
498399,a09b4433001b138fa5df5074f854122fe01ebedf,SankethBK,lib/features/sync/data/datasources/nextcloud_sync_client.dart,modified,0
498576,d35aa8a249ee3e93eff033accdea122746bfb496,damithdeshan98,src/main/java/com/divudi/bean/lab/LabTestHistoryController.java,modified,0
498823,399c6fca7fd6be10f2e4b2cbdb698b0e0f893ced,cmuench,docs/docs/contributing/testing/unit-tests.md,modified,0
499136,a9ca23a2eabde1844dc76dddcbc3954902f59fa1,clemlesne,tests/resources.py,modified,0
500387,2f130f6d3ded058491afaefcd4dc945eaf771512,glinford,DNS Easy Switcher/CustomDNSManagerView.swift,modified,0
500472,fe9cd2b83700c9ccd0c28d0a7c316bceaad60dc9,edsiper,src/flb_gzip.c,modified,0
501099,f1437c32189823f3b3adf0f1e9ddc5848a7e1859,osoykan,lib/stove-testing-e2e-wiremock/api/stove-testing-e2e-wiremock.api,modified,0
494011,8cdcfb9bb5d5186bc78313cfba6921b18f840e88,wealthcx01,librechat.example.yaml,modified,0
501517,e789172e4be608587691deb41ede053d338f5976,silaspressplay,.env.example,modified,0
493533,89ed969fd5d60825249342ee5c487406eab49890,SkyLostTR,app/Controllers/Auth/LoginController.php,modified,0
491263,7076a308e8146d6257f8e4f0942b74ccf3105319,rowan-baker,crates/core/src/iam/jwks.rs,modified,0
488727,d5223ff85e711f6bec7eb551fac84a9051f33144,akramguediri,Makefile,added,0
488766,735cc711b304f2baa39b9b3189f8906b19141364,mackysoft,.github/workflows/build.yaml,modified,0
488919,c59cc7ecb212532a2a4d9f2a0b5e4620623a6901,amori1729,core/src/mx/mod.rs,modified,0
488973,3b5936f578715efa26ba2577b52ab3a8d2d0bdb8,salehhashemi1992,.github/workflows/run-tests.yml,modified,0
489000,6a56f939693eb5cb7fd7e4005aee5ec1480e433d,cx0,ask_opentargets.py,modified,0
489122,10c5814f4e1ca2ffb6d5c2819736b63a3cc5dd71,JasoonS,codegenerator/cli/src/persisted_state/hash_string.rs,modified,0
489425,52a31d2cdbc02aa2aafdfe25542de6a4d851a882,bpmct,scaletest/placebo/run_test.go,modified,0
489577,6dfcbdcc5f6486f5b3836a032d46286d588dbef0,Vercantez,cmd/watch/auto.go,modified,0
489699,1e313e8695cef1a857513842a9c5680791d7314c,ds300,packages/tldraw/src/lib/tools/SelectTool/childStates/Crop/children/Cropping.ts,modified,0
490330,d17f93fb2cefcfe467132daa7fa0c7f31c1ea7ae,rueian,url.go,modified,0
490361,adf93686ff7a95785ee85b626de9cfce6ce830f1,Alex-Tideman,src/lib/components/workflow/search-attribute-filter/index.svelte,modified,0
491140,5734175036a2c305f4322d81dc8027d78e9835b3,Marco-Christiani,.github/workflows/system-tests.yml,added,0
491147,8cc7e03704bae8a6523beb4a74e9a4ca0b842b1f,ratankaliani,sass/main.scss,modified,0
491169,19b226eb1ad5729e81af064f5968f432bef8837f,mysticaltech,data.tf,modified,0
491172,6e43f558ecd51c183446c228f9d24a64078a42b1,arbianshkodra,data.tf,modified,0
493249,bf173212ea724fa9831e95dcc6f510cb2e760c2a,jonastemplestein,alchemy-web/docs/providers/cloudflare/workflow.md,modified,0
501732,b0f29e326167f64a3d89b550ed9de0bc69087848,fa0311,DMMGamePlayerFastLauncher/lib/process_manager.py,modified,0
501827,d48a9202654e4df8ddc20c415b8b9b7e179e7348,xpyctumo,docs/links-to-web-ide.js,modified,0
501828,57db1f7840e7b42e1a1b397a99c9d476598ead2b,IOrlandoni,packages/mermaid/src/diagrams/class/classDb.ts,modified,0
506614,813e0b8c5b83822269682b9785de28827dbe56b9,vanbasten23,vllm/v1/worker/tpu_worker.py,modified,0
506616,843706ef01ee9b65e5229c4605227e0f0afd162f,felixweinberger,docs/docs/index.mdx,modified,0
506676,487f02ef03b1e48e61a11aece3a54fa523a59087,deepracticexs,src/lib/tool/ToolSandbox.js,modified,0
506678,77f0d6e7a17cf22874322fe13d15331069c345df,mikearnaldi,packages/effect/src/PubSub.ts,modified,0
506745,6e8468ef023dc014e165e969f67a073e7d32d7e8,robertknight,src/sidebar/components/Annotation/Annotation.tsx,modified,0
506749,c82bfe3aede74a13ef4bc8eddcd0bec5bca88164,dnd-genesis,src/hive-mind/core/EventDrivenTodos.ts,added,0
506751,cf976c8e6a1278c5a145d077b74beed52d2ea499,YOzaz,.env.testing,added,0
506822,997e20f8a7a0c8d821e5b3f161b6ce4ac2ea02ab,miteshashar,koko/src/main.rs,modified,0
506846,913d975cddb5d7d2a72cf650574c6424ef1ee386,qisan,src/_macro.ts,modified,0
506848,64605f5cf35c01a7ab661bb07897e048e2eb6e5a,sugyan,README.md,modified,0
506893,0f77e602d6a2d9a837a143588d56fe2cc9403c5c,joshukraine,scripts/validate-config.sh,added,0
507014,7fa7b2ff6cea6f22f564f12eeb52c5d2e0b4a6c3,Alexbeav,code/mainmenu.cpp,modified,0
507058,45e35cf3f16b60c34ec3e08bf3cf3d7f4b2928a5,rlmsinclair,.github/workflows/deploy-demo.yml,added,0
507066,b97006f764eddf8842db8361734a64ca81aac240,nicocesar,livekit-agents/livekit/agents/worker.py,modified,0
507099,7c14c023d6876321c08ab53802eb887d5cbe3884,Saqoosha,Editor/Resources/GetConsoleLogsResource.cs,modified,0
505868,5ee3b3bdcac3759919fc287faef4ac973df329e3,geekworldtour,internal/birdnet/data/labels/V2.4/BirdNET_GLOBAL_6K_V2.4_Labels_fr.txt,modified,0
505568,0d9b37e17cdc4b19edaea5293aa4787cc361e0ab,DrewKimball,pkg/geo/geomfn/BUILD.bazel,modified,0
505560,42169c1e74d279ec380d4097b0f2b38a5b0eb568,PastaPastaPasta,tests/test_tool_env.py,added,0
505554,30cc4dc0c9d568a4ce15141b323e98114def8459,iainmcgin,private/buf/bufgen/generator.go,modified,0
501908,96c372be98090016c42737dd86fea692eaf6740f,rotemreiss,uddup/main.py,modified,0
501964,3721de73db4e2c3ac24572cead414c38920f5169,michaelbel,core/common/src/commonMain/kotlin/org/michaelbel/movies/common/list/MovieList.kt,modified,0
501973,d131992dbc281771a7ce2f8ea7cdf1894555faaf,ebrevdo,codex-rs/core/config_template.toml,added,0
503977,6d36bd966bfcc37b3847fa7c5af8ba45cd70f6d1,BidhanRoy,readme.md,modified,0
503984,f31ec75a293bc5170daf2fa781f69d87582fbe74,Raihan-Seraj,src/pyproject.toml,modified,0
503996,751fe6f2c50d7c2f7147bd5224041380b692922c,ivoanjo,ext/datadog_profiling_native_extension/collectors_stack.c,modified,0
504128,22f5a81cbaef87a86e52a63dfe04026c7d98be97,andrefarzat,ng-jcrop.js,modified,0
488573,e4923174feeb63bdeb7a9d960d636222a15570e2,Strech,lib/datadog/appsec/contrib/devise/tracking_middleware.rb,modified,0
505087,c4ad248f950753ec5b286027f8a0a799d359c898,shaaza,telemetry-betterstack/default-resource-metrics-dashboard.json,added,0
505305,2b3a5739b4943fa42b37ca5660ce150d56473c2a,mnaser,.github/actions/molecule/action.yaml,modified,0
505380,24894a82c1cef655170d1aa7d791c7bc21410f4a,abretonc7s,packages/expo-audio-studio/android/src/main/java/net/siteed/audiostream/AudioRecorderManager.kt,modified,0
505381,42592945d2f24fb6cc11976c56f744c4bdc83ad6,AtlantisPleb,apps/desktop/src/components/icons/React19Icons.tsx,added,0
505389,3cb442748a0b83ba42e55a63a0e8334546c92479,cbrane,ticktick_mcp/src/server.py,modified,0
505503,04990d545d33fb0028f99b7db5e7bf3ba271ddb8,ncannings,src/evals/evals.ts,modified,0
505533,e6977d250dabd0f89ca0052febcdb5c5c1cc7825,busser,CLAUDE.md,added,0
505535,aebb3f8aa45e8337aaa6fc957502b0d3fa4d45fc,claudecodebyia,src/main/java/meteordevelopment/meteorclient/systems/modules/misc/DiscordPresence.java,modified,0
505243,8e94cf6aaf8ad9690d692e3ed94be71c0a35384d,namusyaka,lib/gammo/parser.rb,modified,0
507123,a7c1349a22d133b3d0c1b28e1d542ac83ae7b1b2,schickling,docs/events-api-documentation.md,added,0
487630,f34973dfd34dee9c83972b84926714e56e7b1804,liuliu,lib/nnc/ccv_cnnp_model_addons.c,modified,0
486493,655753647f6c9de635634833ff3f7d76eebfe036,pepyakin,Cargo.toml,modified,0
453376,09f2f5038693c305c6ded0c85115deadd97caac3,Angelchev,autoload/neural/config.vim,modified,0
454121,ab3e9a8e2f818eba97707a7cc9cfcccf5336d96a,ethand91,mediasoup-client-ios-tests/SendTransportDataProducerTests.m,added,0
454340,a01dd68d90c8e3eeb2af16d1b3c6d92801b96ecb,giongto35,pkg/mcp/keycodes.go,added,0
454486,27c62b1a0500b155d1fd52027a3d70e11f647bac,yukiny0811,Sources/SwiftyCreatives/Renderers/Base/RendererBase+StaticFunctions.swift,modified,0
456094,04170685e612e38ae2c26291d7b6246b7dcbeca1,Him188,app/shared/ui-mediaselect/src/commonMain/kotlin/ui/mediaselect/summary/MediaSelectorSummary.kt,modified,0
456311,f33d1fc5bbd6f36ddd36483c9317a1534a749475,timbms,OpenHABCore/Tests/OpenHABCoreTests/NetworkTrackerTests.swift,modified,0
456364,ed81c6de09a9d02247bab9af0c0211afe9c77e7f,stevebauman,src/Connection/ImapQueryBuilder.php,modified,0
456376,c3d10729a825bbec182fe98868bfa49424aaa427,Leonai-do,tests/test_cli.py,modified,0
457008,8fd6aa59f3993328d6d60bf8d8df5ed24f4bb92d,ribalba,tests/data/usage_scenarios/labels_stress_allowed.yml,added,0
457017,380feee0e4f89658e61be4e588af206d8e61e332,ArneTR,lib/scenario_runner.py,modified,0
457680,08395b5b6a1aa700c76120df17483f1f32a41509,samodovdi,src/manifest.json,modified,0
458465,ca7f37dab9d171fa971eee8abbb4ab2f6a312b0c,clicat,source/utility/flagAndFilters/smartFilter.m,modified,0
458876,c7f98851c1e06867049ad634fc202db790c526cc,Jeffrey Drakos,backend/onyx/llm/llm_provider_options.py,modified,0
458898,a60078a5dab6ba060d7ff2dea381df37438ac562,CaptainJeff,backend/onyx/connectors/github_code/connector.py,modified,0
459879,164db7b0c9460f777881adf19e9254e156b4ef7a,Enteii,components/Cards/CardBarChart.js,modified,0
453024,1b7197434bf302fd5568dbb0d69a8f5fc85d4863,jeffzwang,README.md,modified,0
460101,9fee16d00d01b1d67eb92f691645bad738b697f0,fabtreb,contracts/bindings/distribution.go,modified,0
452694,aa6cfac2de64f487a54fce92049452f7eb94a33d,clusterzx,services/manualService.js,modified,0
451614,f3c663a64541fa374a55f008c5089ae3ae548cba,patrickrchao,pyproject.toml,added,0
445315,eb8a43e868f623f76eafb2eaaaa6428dbde68183,DIYgod,apps/mobile/src/components/layouts/views/SafeNavigationScrollView.tsx,modified,0
445423,4c9d2ed0c801d9f9b0cca1550a433a54835316d9,Delpoo,.vscode/launch.json,added,0
445602,cd46380bd9c76c49a585a929e8d48744f0a3afe3,dadepo,spec/IPv6Test.ts,modified,0
446782,548c656712d655ace9f97afad90202207497cb63,Schniz,docs/parsers/command.md,modified,0
447134,2110fef48b0d28a879d391a67632ccb5bbe07af8,karlb-dev,src/vs/platform/terminal/node/terminalEnvironment.ts,modified,0
448618,9379de48815c273211f4ad1499d3b1f6a7548806,roguepikachu,Makefile,modified,0
449200,8b55a41f180b37f0cae9c37924738ca1b101c1ef,lakesoi,reference/adb_event_tool.py,added,0
449463,19aad17870156a27b4811747be58aea95a7d8689,evilz,docs/quick-start.md,modified,0
449630,b9c344dba6ad6b9b3754554b38e65bbfe2fcacc1,liyin2015,adalflow/adalflow/components/model_client/openai_client.py,modified,0
449988,cb975d57f7f8cacc403912f424f8121cc75bb13c,hardbyte,Cargo.toml,modified,0
450274,8906c494d4d63585609ddac20091980c2a7193ac,candle-admin,README.md,modified,0
450545,c0ad3138b4e65eb3664acc6bb3d1b3136c19a74d,AhmedElywa,tsconfig.build.bundle.json,modified,0
451268,c07c67b6629e48dc97155b00ca432e73973b673c,tommyxchow,lib/cache_manager.dart,modified,0
451504,db42b9361b87ee05ab0a5fefeedc8cfb1c0eb4e0,DrBlokmeister,docs/drawcustom/supported_types.md,modified,0
451579,daa8f3caa890c056a002fbf4d5def1e8909afa73,hongyeehh,examples/preprocess_trajectories.py,modified,0
452484,50ede37e817a1b66bc01c495027cc0db8f0ec9f2,yuandrew,contrib/tools/workflowcheck/determinism/checker.go,modified,0
460528,a0c88b77d068eea3439602d806d4d78306490888,tszhong0411,apps/web/src/hooks/use-formatted-date.ts,modified,0
460550,6e24f816e8d2b8ee4e5e7aeeb99cac2e378357e9,vgalin,html2image/html2image.py,modified,0
460766,7396ede5d4ab3f5356822172dac35cd95725e7fa,antonshilov,README.md,modified,0
477632,5646ace8a6d877f3025cbdfdd618462e0a1c6aad,ImmortalMan01,README.md,modified,0
477782,485e8c9122109359fc99b8f24818a109b72bd375,ShawSumma,vm/std.c,modified,0
479556,306d8c2175451bb718ea2b660df5e33aef14da91,Alameen688,README.md,modified,0
479786,1fdb022d715e272bd1a9e8bff6ec17de7762b2b1,Giuseppe Carleo,netket/geometry/cell.py,modified,0
480179,785bb3945af68a2e77ca1c5957e5ccabfca0eedd,birgitta410,ui/src/__tests__/_dynamic_data_renderer.test.js,modified,0
480833,75a74d8b8bd9af1c9b964e953315725a585642f2,pushpalroy,README.md,modified,0
480961,4c19ac9f6f8747dc1c029da85c0897eb3591bfb5,obenjiro,src/forms/TextInput.tsx,modified,0
480962,d989295cc5b8972f2312b391bb11e48d48dc2552,makhnatkin,CHANGELOG.md,modified,0
481187,0e69be13ba7f22b005005c71f9c28e03256d021d,AlexanderRoderickMODINI,src/drivers/uavcan/CMakeLists.txt,modified,0
481447,99e884f06cfdd1931fef91528b20605743b349ff,aorwall,moatless/events.py,modified,0
482250,1f5323db013d06a962ee86a2c4f0b268082e5433,farrokhi,tests/test_dns.py,added,0
482697,2660e12f2550b314d7c2a9a53dcedc2b5ecd18e7,matrosov,README.md,modified,0
483874,fbf3ec23b64e8dacb5eb0a230065697d81089923,tamtamchik,contracts/0.8.25/vaults/StakingVault.sol,modified,0
485286,e77e3a32481e08f3ba9e25cddc5902f4705dffba,levnach,src/api/python/z3/z3util.py,modified,0
486305,ed7301648f4f11455512112f3d084ff29b481e2c,hmdne,lib/opal/util.rb,modified,0
477292,2d52885b716e6d1108dc127c8102ff5922cd9876,xrdevrob,Unity-QuestVisionKit/Assets/PassthroughCameraApiSamples/PassthroughCamera/Scripts/PassthroughCameraUtils.cs,modified,0
477280,9b89fc0fae5edbfe4ebfdaae98d93eec90be031b,hamed-ta,pre-commit,modified,0
476657,74cb53f23e9bfc4c3dec0985ff3e3c50793e7142,USS-Shenzhou,build.gradle,modified,0
476033,ad2e75077e2d03dfc64495992f6cb15e0dfcc9af,usame-algan,packages/utils/src/features/swap/helpers/utils.ts,modified,0
462345,370f450687ee299a7aea972b57c7cd60762a8722,maxfrenzel,data_reader.py,modified,0
462495,809d9a0effe58c7dff08adb2eec92ed8151d65f8,wjkennedy,Readme.md,modified,0
467251,b1397127c109dd03db6d9255e2b5392dcb0ae429,svc-design,agent/crates/public/src/queue/debug.rs,modified,0
468356,74ae8d3525b6303d6d7de30f5c6a6b48ef29759a,atkrad,checker/http/http.go,modified,0
470774,3ce158d9b0d012cac3517c425565041befccb141,AlexKarpov98,src/app/helpers/user.helper.spec.ts,modified,0
471274,8cb53d6b048c0beef54a6a7ce3e1e38c231c335a,greglg45,.dockerignore,added,0
471872,ea08ad6bdbdbcf84fbdbd19f71165dc2350e8ab6,ronnyboy2020,memory-game/index.html,added,0
487007,bc90a70b5dc2db281e49903b1b95ed7b0ec9d7c9,jolovicdev,requirements.txt,modified,0
473001,b1c6ca161ff9662afa5722eb01f388b1e0fce051,messplay,doc/dev.md,modified,0
473394,013c65309862add6c976c45a2870845f743608ee,rebuild-123,collections/iterator_builtin/DinerMenuIterator.py,modified,0
473629,9126300d0f618cf09b3f9dac00fd09693792a6b1,conchoecia,dev_scripts/PhyloTreeUMAP.py,modified,0
473819,4d079a8c2089c267a73605b5dafd831aa7a7ac74,valayDave,metaflow/_vendor/imghdr.LICENSE,added,0
474069,6673dcf63121880c9c613e47bdad4351bc268e42,ravelox,python/broken_packet.py,modified,0
474740,3514171c6ef11c881c64359a4aceaea1c0c8add3,Rai220,README.md,modified,0
475360,bc574146940a44d60405d4e36ba8114dadfd292a,nedru004,pylabrobot/liquid_handling/backends/tecan/EVO_backend.py,modified,0
475415,7916ef3e91b60f8ed3467c1b1972f4f3b0cf9027,mpaulucci,crates/common/serde_utils.rs,modified,0
473255,93ccb2befe218f5651c1d5f49af9f333c1bfde88,moemeyer,app/pest-landing/page.module.css,added,0
507175,f8c01d0b4627d27d61abae0f0576bccd58ab06c9,lmeyerov,graphistry/compute/ast.py,modified,0
507373,106177cf6a82edc0396bf7ce28938733ea9e4772,Claude AI,autogpt_platform/backend/GCS_FILE_STORAGE.md,added,0
508188,1e8b413591092a4d97f31965db73e593f192b90d,gabadi,dual-mode-terminal-user-story.md,added,0
520417,07f507d0d42b8db6b41faa9ad473db58327ddaf6,delano,docs/DEVELOPMENT.md,modified,0
520909,6d77bfa41c30308ac190478f693668579a0610a6,mark86092,src/components/CompanyAndJobTitle/InterviewExperiences/InterviewExperiences.js,modified,0
520912,842889e7fa5c93a19464e003c42aeed9d8aa4d03,temujin9,README.md,modified,0
520919,8f92fe5a23ef41a3c8a57d96dc3c12702e357e9e,adust09,crates/chain-state/src/in_memory.rs,modified,0
520954,1a20ffbd7b53dfed7e6fd72ad771f8fc488d19c9,nakamasato,.claude/settings.local.json,modified,0
520995,0cd6ec523025220b9e9e111c41652af92795743d,syntheticgoo,api/models/Agent.js,modified,0
521303,6007294c344fd6c39ec75dde505dd4a2356c6bc2,paulgb,rust/forevervm/src/commands/machine.rs,modified,0
521338,fd18079fef78b9219fcd09249c3fec1117dc2057,zshannon,package-lock.json,modified,0
521347,273b8b421ff22a22e131c5ba1a0822d05e79148d,ndraiman,packages/opencode/src/cli/cmd/mcp.ts,added,0
522019,7f2c6387012a7c1d8807dbdcf0a19a8f2e5bc86a,jamietanna,internal/test/issues/issue-1914/cfg.yaml,added,0
522032,724d7046e7f51c1b2dc5ac5fc41aeb1d16bd8b3b,ulasbilgen,.gitignore,added,0
522705,7da286e9a2810160babf5deb269921b6ec65194d,ndcunningham,e2e/workspace-create/src/create-nx-workspace.test.ts,modified,0
522747,3863cdec95d8cd96aa2353a041203f75cab950a9,nilo19,pkg/provider/azure_instances_test.go,modified,0
523301,bf803724f3c49e6324b20e751ad39459bd3eb042,brentyi,README.md,modified,0
523351,690d291f03df389668d7e2a72f621e864cabf226,haya14busa,README.md,modified,0
520368,afaef3534c4d9fc24558b9745aa8033562c65563,buger,CLAUDE.md,modified,0
523794,e37009f4d9da01734762fd6bd13c552c970c5ca6,Tomi P. Hakala,internal/analysis/processor/integration_test.go,added,0
520239,833b2b6f88d1c8327a91d4debca7d95db0050ced,coso,README.md,modified,0
518313,433f510f3c555f4ead4d0fd100241e705a6f9d2c,yordyi,.swarm/memory.db,added,0
517182,57f45902cfc9f98c05aa1f9bc244abc1dc295480,aviatesk,Project.toml,modified,0
517196,750698716df2a88cd2f1b5f1aae557b11a49b2cd,dai-motoki,.coverage,modified,0
517415,5adbd358b575313f085231d9a79da74f747052dd,Szowesgad,llms/decilm/README.md,added,0
517625,8f584a8a1e1949c03389cc9047fcedf7b237d4db,yuuki,main.go,modified,0
517628,aa5ca67085a68992a184ef65335c084b76cf9604,inventvenkat,crates/router/src/core/webhooks/outgoing.rs,modified,0
517631,ce6fdcff30e9a48df733986bafcbddf86d973017,jefago,CLAUDE.md,added,0
517649,5df49f9e2e29665f71bbfb0dd0d1631dcf6f58a3,Claude,.github/actions/setup-go/action.yaml,modified,0
517882,50e3c48341bb3a72384fedc1543bc321358dbeeb,mizchi,Cargo.lock,modified,0
517981,8c7eaa9ab721a1c74426479cd231ca4969e9b32c,rjeli,example-demo/src/App.js,modified,0
517992,b9d8a96f0cfc78cbdc0541b0e13af2d77f049741,tomoish,action.yml,modified,0
518003,79f6fff51e1d3148f77161f6262aca5fe7421cf1,kennethjiang,src/slic3r/GUI/GUI_App.cpp,modified,0
518028,b6e4e5ec3ae06f151bcc192ffede926f987874cc,zheng zihui,resources/web/jusprin/chat_config_test.html,modified,0
518067,5e954eb332d122d76a7b5c709c9bd46661876ef2,flyzzh,localization/i18n/list.txt,modified,0
518189,a8847dd79c579a578c3786571dfc22c21510cb94,bpamiri,AI-CLI.md,modified,0
518200,f6238e1ab6d2a3715f0e882a03116a917213084e,thusdigital,src/crawl4ai_mcp.py,modified,0
519169,5cb0d0d56928c77e7a867ad4b1462e6fb2056372,danieldavidson,.env.example,modified,0
523854,e51e31f8d90fa0d40a71f1007cdddabfa0ecb3d2,antocuni,spy/tests/compiler/test_operator_call.py,modified,0
523883,586a97e12ab697deab9afdf152152b2f11c2a439,jflo,ethereum/core/src/main/java/org/hyperledger/besu/ethereum/forkid/Fork.java,added,0
523893,b52399fca4635a8236e06a03e5ff95b850e76752,d-kuro,docs/release-notes/v0.0.4.md,added,0
526725,89256698f1c1c2c2d79852b584a5f6a8d024aca5,thiswillbeyourgithub,src/main.py,modified,0
526747,6a0bb8a0248b15bb8ef5f6646e7f8cca28c03ee0,jiangzhuo,docs/README.md,modified,0
526812,5ee60d2e46c2937cae80b259427ee46a8696b32b,kaichen,bin/cli.js,modified,0
526823,7c0c748600e9ddc9eb5b3343c420c9afb4590bd8,czlonkowski,.github/workflows/docker-build.yml,modified,0
527006,9ab04db603665d262a4866da7ea508b2d7ea1b50,Ming,providers/gemini.py,modified,0
527014,4cbfa276acb89dec117d822b956909e0d54dc51d,umputun,.github/workflows/ci.yml,modified,0
527240,26127ec7efb7e4e000bf14aa6f85296d3bcea036,amarbunty,.gitignore,modified,0
527244,a14055accde05ed73f4512b3e2959b1b7a5da971,yukukotani,src/cli/index.ts,modified,0
527291,018edeb251e4c9d1b9e3b1142a246e294645f2d0,icedac,pyproject.toml,modified,0
527429,a4ce0ccf958485f3359b73b2af1505ca4d4a0d87,kojiromike,docker/openemr/7.0.3/utilities/devtoolsLibrary.source,modified,0
527436,33b844c1a15078a98f1c18bf5479471a58a870db,Justin Reese,README.md,modified,0
527456,a977c558152bad42c763b23fccf41fe742fd0c50,danikhan632,.pre-commit-config.yaml,modified,0
527530,102de6a888955faf4b5cb41b71dac26ac2f7f286,jamie-albert,kubeflow-centraldashboard.yaml,modified,0
528441,f3beda81dff2c597501286b9a9e8ca87c42195d6,dipal,providers/gemini.py,modified,0
528444,291dea32a330c09594f8fe33066e6cab17cebee1,isaacphi,docs/code-analysis--quality.md,modified,0
526722,f528ff4da627bba470791a66534fd47d7165ed8d,weiliu1031,pymilvus/client/async_grpc_handler.py,modified,0
526669,bc7d67c226025868eb8a2459c5aaf84d626fd8df,busla,deploy/charts/litellm-helm/README.md,modified,0
526487,ddcd1754cc0e25bd094bc199d3df77ee82123592,michaeloboyle,jest.config.js,modified,0
526375,0a8bf204f723f81c8df376993827373e19d74e3d,JessicaTegner,.github/workflows/ci.yaml,modified,0
523894,87177f37ada609ce8a564ecdd4b7dbc522821d91,kuzmany,app/bundles/IntegrationsBundle/EventListener/AuditLogSubscriber.php,added,0
523907,09543bf37c6b4ed3e39126d26823222aebb47c41,stefanoamorelli,docs/src/content/docs/extensions/ag-ui.mdx,added,0
523925,176a61ae16353b6fded6b8a9d738f266f3bd3faf,bubblepipe,kernel/src/tracing/writer.rs,modified,0
524355,fe6c94131aeeb77fd5aefd6193c226e2f9310cde,clauby,README.md,modified,0
524356,09ac7ada0e9e226e30b2171b7a5f324dd917fc26,stirby,README.md,modified,0
524597,6203aa480a3877ccc0e52f269722c08d162caa93,manmal,web/src/client/components/session-view.ts,modified,0
524626,15a543882cbad0c9348640cffdd71fb71ac34953,rubys,internal/appconfig/config.go,modified,0
